01,01,朔
01,01,十斋日
01,03,斗降
01,06,雷斋日
02,07,lunar
01,08,上弦日
01,08,四天王巡行
01,08,十斋日
01,14,四天王巡行
01,14,十斋日
01,15,望
01,15,十斋日
01,18,十斋日
01,22,下弦日
01,23,下弦日
01,23,四天王巡行
01,23,十斋日
01,24,十斋日
01,25,月晦
01,27,斗降
01,28,人神在阴
01,28,十斋日
01,29,四天王巡行
01,29,十斋日
02,01,朔
02,01,十斋日
02,03,斗降
02,06,雷斋日
02,08,上弦日
02,08,四天王巡行
02,08,十斋日
02,14,四天王巡行
02,14,十斋日
02,15,望
02,15,十斋日
02,18,十斋日
02,22,下弦日
02,23,下弦日
02,23,四天王巡行
02,23,十斋日
02,24,十斋日
02,25,月晦
02,27,斗降
02,28,人神在阴
02,28,十斋日
02,29,四天王巡行
02,29,十斋日
03,01,朔
03,01,十斋日
03,03,斗降
03,06,雷斋日
03,08,上弦日
03,08,四天王巡行
03,08,十斋日
03,14,四天王巡行
03,14,十斋日
03,15,望
03,15,十斋日
03,18,十斋日
03,22,下弦日
03,23,下弦日
03,23,四天王巡行
03,23,十斋日
03,24,十斋日
03,25,月晦
03,27,斗降
03,28,人神在阴
03,28,十斋日
03,29,四天王巡行
03,29,十斋日
04,01,朔
04,01,十斋日
04,03,斗降
04,06,雷斋日
04,08,上弦日
04,08,四天王巡行
04,08,十斋日
04,14,四天王巡行
04,14,十斋日
04,15,望
04,15,十斋日
04,18,十斋日
04,22,下弦日
04,23,下弦日
04,23,四天王巡行
04,23,十斋日
04,24,十斋日
04,25,月晦
04,27,斗降
04,28,人神在阴
04,28,十斋日
04,29,四天王巡行
04,29,十斋日
05,01,朔
05,01,十斋日
05,03,斗降
05,06,雷斋日
05,08,上弦日
05,08,四天王巡行
05,08,十斋日
05,14,四天王巡行
05,14,十斋日
05,15,望
05,15,十斋日
05,18,十斋日
05,22,下弦日
05,23,下弦日
05,23,四天王巡行
05,23,十斋日
05,24,十斋日
05,25,月晦
05,27,斗降
05,28,人神在阴
05,28,十斋日
05,29,四天王巡行
05,29,十斋日
06,01,朔
06,01,十斋日
06,03,斗降
06,06,雷斋日
06,08,上弦日
06,08,四天王巡行
06,08,十斋日
06,14,四天王巡行
06,14,十斋日
06,15,望
06,15,十斋日
06,18,十斋日
06,22,下弦日
06,23,下弦日
06,23,四天王巡行
06,23,十斋日
06,24,十斋日
06,25,月晦
06,27,斗降
06,28,人神在阴
06,28,十斋日
06,29,四天王巡行
06,29,十斋日
07,01,朔
07,01,十斋日
07,03,斗降
07,06,雷斋日
07,08,上弦日
07,08,四天王巡行
07,08,十斋日
07,14,四天王巡行
07,14,十斋日
07,15,望
07,15,十斋日
07,18,十斋日
07,22,下弦日
07,23,下弦日
07,23,四天王巡行
07,23,十斋日
07,24,十斋日
07,25,月晦
07,27,斗降
07,28,人神在阴
07,28,十斋日
07,29,四天王巡行
07,29,十斋日
08,01,朔
08,01,十斋日
08,03,斗降
08,06,雷斋日
08,08,上弦日
08,08,四天王巡行
08,08,十斋日
08,14,四天王巡行
08,14,十斋日
08,15,望
08,15,十斋日
08,18,十斋日
08,22,下弦日
08,23,下弦日
08,23,四天王巡行
08,23,十斋日
08,24,十斋日
08,25,月晦
08,27,斗降
08,28,人神在阴
08,28,十斋日
08,29,四天王巡行
08,29,十斋日
09,01,朔
09,01,十斋日
09,03,斗降
09,06,雷斋日
09,08,上弦日
09,08,四天王巡行
09,08,十斋日
09,14,四天王巡行
09,14,十斋日
09,15,望
09,15,十斋日
09,18,十斋日
09,22,下弦日
09,23,下弦日
09,23,四天王巡行
09,23,十斋日
09,24,十斋日
09,25,月晦
09,27,斗降
09,28,人神在阴
09,28,十斋日
09,29,四天王巡行
09,29,十斋日
10,01,朔
10,01,十斋日
10,03,斗降
10,06,雷斋日
10,08,上弦日
10,08,四天王巡行
10,08,十斋日
10,14,四天王巡行
10,14,十斋日
10,15,望
10,15,十斋日
10,18,十斋日
10,22,下弦日
10,23,下弦日
10,23,四天王巡行
10,23,十斋日
10,24,十斋日
10,25,月晦
10,27,斗降
10,28,人神在阴
10,28,十斋日
10,29,四天王巡行
10,29,十斋日
11,01,朔
11,01,十斋日
11,03,斗降
11,06,雷斋日
11,08,上弦日
11,08,四天王巡行
11,08,十斋日
11,14,四天王巡行
11,14,十斋日
11,15,望
11,15,十斋日
11,18,十斋日
11,22,下弦日
11,23,下弦日
11,23,四天王巡行
11,23,十斋日
11,24,十斋日
11,25,月晦
11,27,斗降
11,28,人神在阴
11,28,十斋日
11,29,四天王巡行
11,29,十斋日
12,01,朔
12,01,十斋日
12,03,斗降
12,06,雷斋日
12,08,上弦日
12,08,四天王巡行
12,08,十斋日
12,14,四天王巡行
12,14,十斋日
12,15,望
12,15,十斋日
12,18,十斋日
12,22,下弦日
12,23,下弦日
12,23,四天王巡行
12,23,十斋日
12,24,十斋日
12,25,月晦
12,27,斗降
12,28,人神在阴
12,28,十斋日
12,29,四天王巡行
12,29,十斋日
